index,Country,Home,Away,Time,League,Season,Result,DT,Away_points,Home_points,Winner
3577,England,Fulham,Birmingham,21.02. 15:00,Premier League,2009/2010,2-1,2010-02-21 15:00:00,1,2,home
3578,England,Manchester City,Liverpool,21.02. 15:00,Premier League,2009/2010,0-0,2010-02-21 15:00:00,0,0,draw
3579,England,Aston Villa,Burnley,21.02. 14:00,Premier League,2009/2010,5-2,2010-02-21 14:00:00,2,5,home
3580,England,Blackburn,Bolton,21.02. 12:00,Premier League,2009/2010,3-0,2010-02-21 12:00:00,0,3,home
3581,England,Portsmouth,Stoke,20.02. 17:30,Premier League,2009/2010,1-2,2010-02-20 17:30:00,2,1,away
3582,England,Arsenal,Sunderland,20.02. 15:00,Premier League,2009/2010,2-0,2010-02-20 15:00:00,0,2,home
3583,England,West Ham,Hull,20.02. 15:00,Premier League,2009/2010,3-0,2010-02-20 15:00:00,0,3,home
3584,England,Wolves,Chelsea,20.02. 15:00,Premier League,2009/2010,0-2,2010-02-20 15:00:00,2,0,away
3585,England,Everton,Manchester Utd,20.02. 12:45,Premier League,2009/2010,3-1,2010-02-20 12:45:00,1,3,home
3586,England,Wigan,Bolton,17.02. 20:00,Premier League,2009/2010,0-0,2010-02-17 20:00:00,0,0,draw
3587,England,Stoke,Manchester City,16.02. 19:45,Premier League,2009/2010,1-1,2010-02-16 19:45:00,1,1,draw
3588,England,Blackburn,Hull,10.02. 20:00,Premier League,2009/2010,1-0,2010-02-10 20:00:00,0,1,home
3589,England,Everton,Chelsea,10.02. 20:00,Premier League,2009/2010,2-1,2010-02-10 20:00:00,1,2,home
3590,England,Arsenal,Liverpool,10.02. 19:45,Premier League,2009/2010,1-0,2010-02-10 19:45:00,0,1,home
3591,England,Aston Villa,Manchester Utd,10.02. 19:45,Premier League,2009/2010,1-1,2010-02-10 19:45:00,1,1,draw
3592,England,West Ham,Birmingham,10.02. 19:45,Premier League,2009/2010,2-0,2010-02-10 19:45:00,0,2,home
3593,England,Wolves,Tottenham,10.02. 19:45,Premier League,2009/2010,1-0,2010-02-10 19:45:00,0,1,home
3594,England,Fulham,Burnley,09.02. 20:00,Premier League,2009/2010,3-0,2010-02-09 20:00:00,0,3,home
3595,England,Manchester City,Bolton,09.02. 19:45,Premier League,2009/2010,2-0,2010-02-09 19:45:00,0,2,home
3596,England,Portsmouth,Sunderland,09.02. 19:45,Premier League,2009/2010,1-1,2010-02-09 19:45:00,1,1,draw
3597,England,Wigan,Stoke,09.02. 19:45,Premier League,2009/2010,1-1,2010-02-09 19:45:00,1,1,draw
3598,England,Chelsea,Arsenal,07.02. 16:00,Premier League,2009/2010,2-0,2010-02-07 16:00:00,0,2,home
3599,England,Birmingham,Wolves,07.02. 13:30,Premier League,2009/2010,2-1,2010-02-07 13:30:00,1,2,home
3600,England,Tottenham,Aston Villa,06.02. 17:30,Premier League,2009/2010,0-0,2010-02-06 17:30:00,0,0,draw
3601,England,Bolton,Fulham,06.02. 15:00,Premier League,2009/2010,0-0,2010-02-06 15:00:00,0,0,draw
3602,England,Burnley,West Ham,06.02. 15:00,Premier League,2009/2010,2-1,2010-02-06 15:00:00,1,2,home
3603,England,Hull,Manchester City,06.02. 15:00,Premier League,2009/2010,2-1,2010-02-06 15:00:00,1,2,home
3604,England,Manchester Utd,Portsmouth,06.02. 15:00,Premier League,2009/2010,5-0,2010-02-06 15:00:00,0,5,home
3605,England,Stoke,Blackburn,06.02. 15:00,Premier League,2009/2010,3-0,2010-02-06 15:00:00,0,3,home
3606,England,Sunderland,Wigan,06.02. 15:00,Premier League,2009/2010,1-1,2010-02-06 15:00:00,1,1,draw
3607,England,Liverpool,Everton,06.02. 12:45,Premier League,2009/2010,1-0,2010-02-06 12:45:00,0,1,home
3608,England,Fulham,Portsmouth,03.02. 20:00,Premier League,2009/2010,1-0,2010-02-03 20:00:00,0,1,home
3609,England,Hull,Chelsea,02.02. 19:45,Premier League,2009/2010,1-1,2010-02-02 19:45:00,1,1,draw
3610,England,Sunderland,Stoke,01.02. 20:00,Premier League,2009/2010,0-0,2010-02-01 20:00:00,0,0,draw
3611,England,Arsenal,Manchester Utd,31.01. 16:00,Premier League,2009/2010,1-3,2010-01-31 16:00:00,3,1,away
3612,England,Manchester City,Portsmouth,31.01. 13:30,Premier League,2009/2010,2-0,2010-01-31 13:30:00,0,2,home
3613,England,Burnley,Chelsea,30.01. 17:30,Premier League,2009/2010,1-2,2010-01-30 17:30:00,2,1,away
3614,England,Birmingham,Tottenham,30.01. 15:00,Premier League,2009/2010,1-1,2010-01-30 15:00:00,1,1,draw
3615,England,Fulham,Aston Villa,30.01. 15:00,Premier League,2009/2010,0-2,2010-01-30 15:00:00,2,0,away
3616,England,Hull,Wolves,30.01. 15:00,Premier League,2009/2010,2-2,2010-01-30 15:00:00,2,2,draw
3617,England,Liverpool,Bolton,30.01. 15:00,Premier League,2009/2010,2-0,2010-01-30 15:00:00,0,2,home
3618,England,West Ham,Blackburn,30.01. 15:00,Premier League,2009/2010,0-0,2010-01-30 15:00:00,0,0,draw
3619,England,Wigan,Everton,30.01. 15:00,Premier League,2009/2010,0-1,2010-01-30 15:00:00,1,0,away
3620,England,Blackburn,Wigan,27.01. 20:00,Premier League,2009/2010,2-1,2010-01-27 20:00:00,1,2,home
3621,England,Everton,Sunderland,27.01. 20:00,Premier League,2009/2010,2-0,2010-01-27 20:00:00,0,2,home
3622,England,Aston Villa,Arsenal,27.01. 19:45,Premier League,2009/2010,0-0,2010-01-27 19:45:00,0,0,draw
3623,England,Chelsea,Birmingham,27.01. 19:45,Premier League,2009/2010,3-0,2010-01-27 19:45:00,0,3,home
3624,England,Bolton,Burnley,26.01. 20:00,Premier League,2009/2010,1-0,2010-01-26 20:00:00,0,1,home
3625,England,Tottenham,Fulham,26.01. 20:00,Premier League,2009/2010,2-0,2010-01-26 20:00:00,0,2,home
3626,England,Portsmouth,West Ham,26.01. 19:45,Premier League,2009/2010,1-1,2010-01-26 19:45:00,1,1,draw
3627,England,Wolves,Liverpool,26.01. 19:45,Premier League,2009/2010,0-0,2010-01-26 19:45:00,0,0,draw
3628,England,Manchester Utd,Hull,23.01. 15:00,Premier League,2009/2010,4-0,2010-01-23 15:00:00,0,4,home
3629,England,Liverpool,Tottenham,20.01. 20:00,Premier League,2009/2010,2-0,2010-01-20 20:00:00,0,2,home
3630,England,Arsenal,Bolton,20.01. 19:45,Premier League,2009/2010,4-2,2010-01-20 19:45:00,2,4,home
3631,England,Bolton,Arsenal,17.01. 16:00,Premier League,2009/2010,0-2,2010-01-17 16:00:00,2,0,away
3632,England,Blackburn,Fulham,17.01. 15:00,Premier League,2009/2010,2-0,2010-01-17 15:00:00,0,2,home
3633,England,Aston Villa,West Ham,17.01. 13:30,Premier League,2009/2010,0-0,2010-01-17 13:30:00,0,0,draw
3634,England,Everton,Manchester City,16.01. 17:30,Premier League,2009/2010,2-0,2010-01-16 17:30:00,0,2,home
3635,England,Chelsea,Sunderland,16.01. 15:00,Premier League,2009/2010,7-2,2010-01-16 15:00:00,2,7,home
3636,England,Manchester Utd,Burnley,16.01. 15:00,Premier League,2009/2010,3-0,2010-01-16 15:00:00,0,3,home
3637,England,Tottenham,Hull,16.01. 15:00,Premier League,2009/2010,0-0,2010-01-16 15:00:00,0,0,draw
3638,England,Wolves,Wigan,16.01. 15:00,Premier League,2009/2010,0-2,2010-01-16 15:00:00,2,0,away
3639,England,Stoke,Liverpool,16.01. 12:45,Premier League,2009/2010,1-1,2010-01-16 12:45:00,1,1,draw
3640,England,Manchester City,Blackburn,11.01. 20:00,Premier League,2009/2010,4-1,2010-01-11 20:00:00,1,4,home
3641,England,Birmingham,Manchester Utd,09.01. 17:30,Premier League,2009/2010,1-1,2010-01-09 17:30:00,1,1,draw
3642,England,Arsenal,Everton,09.01. 15:00,Premier League,2009/2010,2-2,2010-01-09 15:00:00,2,2,draw
3643,England,Stoke,Fulham,05.01. 19:45,Premier League,2009/2010,3-2,2010-01-05 19:45:00,2,3,home
3644,England,Manchester Utd,Wigan,30.12. 20:00,Premier League,2009/2010,5-0,2009-12-30 20:00:00,0,5,home
3645,England,Portsmouth,Arsenal,30.12. 19:45,Premier League,2009/2010,1-4,2009-12-30 19:45:00,4,1,away
3646,England,Bolton,Hull,29.12. 20:00,Premier League,2009/2010,2-2,2009-12-29 20:00:00,2,2,draw
3647,England,Aston Villa,Liverpool,29.12. 19:45,Premier League,2009/2010,0-1,2009-12-29 19:45:00,1,0,away
3648,England,Wolves,Manchester City,28.12. 19:45,Premier League,2009/2010,0-3,2009-12-28 19:45:00,3,0,away
3649,England,Blackburn,Sunderland,28.12. 15:00,Premier League,2009/2010,2-2,2009-12-28 15:00:00,2,2,draw
3650,England,Chelsea,Fulham,28.12. 15:00,Premier League,2009/2010,2-1,2009-12-28 15:00:00,1,2,home
3651,England,Everton,Burnley,28.12. 15:00,Premier League,2009/2010,2-0,2009-12-28 15:00:00,0,2,home
3652,England,Stoke,Birmingham,28.12. 15:00,Premier League,2009/2010,0-1,2009-12-28 15:00:00,1,0,away
3653,England,Tottenham,West Ham,28.12. 12:45,Premier League,2009/2010,2-0,2009-12-28 12:45:00,0,2,home
3654,England,Hull,Manchester Utd,27.12. 16:00,Premier League,2009/2010,1-3,2009-12-27 16:00:00,3,1,away
3655,England,Arsenal,Aston Villa,27.12. 13:30,Premier League,2009/2010,3-0,2009-12-27 13:30:00,0,3,home
3656,England,Liverpool,Wolves,26.12. 17:30,Premier League,2009/2010,2-0,2009-12-26 17:30:00,0,2,home
3657,England,Manchester City,Stoke,26.12. 15:00,Premier League,2009/2010,2-0,2009-12-26 15:00:00,0,2,home
3658,England,Sunderland,Everton,26.12. 15:00,Premier League,2009/2010,1-1,2009-12-26 15:00:00,1,1,draw
3659,England,Wigan,Blackburn,26.12. 15:00,Premier League,2009/2010,1-1,2009-12-26 15:00:00,1,1,draw
3660,England,Burnley,Bolton,26.12. 14:00,Premier League,2009/2010,1-1,2009-12-26 14:00:00,1,1,draw
3661,England,Fulham,Tottenham,26.12. 13:00,Premier League,2009/2010,0-0,2009-12-26 13:00:00,0,0,draw
3662,England,West Ham,Portsmouth,26.12. 13:00,Premier League,2009/2010,2-0,2009-12-26 13:00:00,0,2,home
3663,England,Birmingham,Chelsea,26.12. 12:45,Premier League,2009/2010,0-0,2009-12-26 12:45:00,0,0,draw
3664,England,West Ham,Chelsea,20.12. 16:00,Premier League,2009/2010,1-1,2009-12-20 16:00:00,1,1,draw
3665,England,Everton,Birmingham,20.12. 15:00,Premier League,2009/2010,1-1,2009-12-20 15:00:00,1,1,draw
3666,England,Wolves,Burnley,20.12. 13:30,Premier League,2009/2010,2-0,2009-12-20 13:30:00,0,2,home
3667,England,Arsenal,Hull,19.12. 17:30,Premier League,2009/2010,3-0,2009-12-19 17:30:00,0,3,home
3668,England,Aston Villa,Stoke,19.12. 15:00,Premier League,2009/2010,1-0,2009-12-19 15:00:00,0,1,home
3669,England,Blackburn,Tottenham,19.12. 15:00,Premier League,2009/2010,0-2,2009-12-19 15:00:00,2,0,away
3670,England,Fulham,Manchester Utd,19.12. 15:00,Premier League,2009/2010,3-0,2009-12-19 15:00:00,0,3,home
3671,England,Manchester City,Sunderland,19.12. 15:00,Premier League,2009/2010,4-3,2009-12-19 15:00:00,3,4,home
3672,England,Portsmouth,Liverpool,19.12. 12:45,Premier League,2009/2010,2-0,2009-12-19 12:45:00,0,2,home
3673,England,Liverpool,Wigan,16.12. 20:00,Premier League,2009/2010,2-1,2009-12-16 20:00:00,1,2,home
3674,England,Tottenham,Manchester City,16.12. 20:00,Premier League,2009/2010,3-0,2009-12-16 20:00:00,0,3,home
3675,England,Burnley,Arsenal,16.12. 19:45,Premier League,2009/2010,1-1,2009-12-16 19:45:00,1,1,draw
3676,England,Chelsea,Portsmouth,16.12. 19:45,Premier League,2009/2010,2-1,2009-12-16 19:45:00,1,2,home
3677,England,Birmingham,Blackburn,15.12. 20:00,Premier League,2009/2010,2-1,2009-12-15 20:00:00,1,2,home
3678,England,Bolton,West Ham,15.12. 20:00,Premier League,2009/2010,3-1,2009-12-15 20:00:00,1,3,home
3679,England,Manchester Utd,Wolves,15.12. 20:00,Premier League,2009/2010,3-0,2009-12-15 20:00:00,0,3,home
3680,England,Sunderland,Aston Villa,15.12. 19:45,Premier League,2009/2010,0-2,2009-12-15 19:45:00,2,0,away
3681,England,Liverpool,Arsenal,13.12. 16:00,Premier League,2009/2010,1-2,2009-12-13 16:00:00,2,1,away
3682,England,Manchester Utd,Aston Villa,12.12. 17:30,Premier League,2009/2010,0-1,2009-12-12 17:30:00,1,0,away
3683,England,Birmingham,West Ham,12.12. 15:00,Premier League,2009/2010,1-0,2009-12-12 15:00:00,0,1,home
3684,England,Bolton,Manchester City,12.12. 15:00,Premier League,2009/2010,3-3,2009-12-12 15:00:00,3,3,draw
3685,England,Burnley,Fulham,12.12. 15:00,Premier League,2009/2010,1-1,2009-12-12 15:00:00,1,1,draw
3686,England,Chelsea,Everton,12.12. 15:00,Premier League,2009/2010,3-3,2009-12-12 15:00:00,3,3,draw
3687,England,Hull,Blackburn,12.12. 15:00,Premier League,2009/2010,0-0,2009-12-12 15:00:00,0,0,draw
3688,England,Sunderland,Portsmouth,12.12. 15:00,Premier League,2009/2010,1-1,2009-12-12 15:00:00,1,1,draw
3689,England,Tottenham,Wolves,12.12. 15:00,Premier League,2009/2010,0-1,2009-12-12 15:00:00,1,0,away
3690,England,Stoke,Wigan,12.12. 12:45,Premier League,2009/2010,2-2,2009-12-12 12:45:00,2,2,draw
3691,England,Everton,Tottenham,06.12. 16:00,Premier League,2009/2010,2-2,2009-12-06 16:00:00,2,2,draw
3692,England,Fulham,Sunderland,06.12. 15:00,Premier League,2009/2010,1-0,2009-12-06 15:00:00,0,1,home
3693,England,Manchester City,Chelsea,05.12. 17:30,Premier League,2009/2010,2-1,2009-12-05 17:30:00,1,2,home
3694,England,Arsenal,Stoke,05.12. 15:00,Premier League,2009/2010,2-0,2009-12-05 15:00:00,0,2,home
3695,England,Aston Villa,Hull,05.12. 15:00,Premier League,2009/2010,3-0,2009-12-05 15:00:00,0,3,home
3696,England,Blackburn,Liverpool,05.12. 15:00,Premier League,2009/2010,0-0,2009-12-05 15:00:00,0,0,draw
3697,England,West Ham,Manchester Utd,05.12. 15:00,Premier League,2009/2010,0-4,2009-12-05 15:00:00,4,0,away
3698,England,Wigan,Birmingham,05.12. 15:00,Premier League,2009/2010,2-3,2009-12-05 15:00:00,3,2,away
3699,England,Wolves,Bolton,05.12. 15:00,Premier League,2009/2010,2-1,2009-12-05 15:00:00,1,2,home
3700,England,Portsmouth,Burnley,05.12. 12:45,Premier League,2009/2010,2-0,2009-12-05 12:45:00,0,2,home
3701,England,Arsenal,Chelsea,29.11. 16:00,Premier League,2009/2010,0-3,2009-11-29 16:00:00,3,0,away
3702,England,Everton,Liverpool,29.11. 13:30,Premier League,2009/2010,0-2,2009-11-29 13:30:00,2,0,away
3703,England,Wolves,Birmingham,29.11. 12:00,Premier League,2009/2010,0-1,2009-11-29 12:00:00,1,0,away
3704,England,Aston Villa,Tottenham,28.11. 17:30,Premier League,2009/2010,1-1,2009-11-28 17:30:00,1,1,draw
3705,England,Blackburn,Stoke,28.11. 15:00,Premier League,2009/2010,0-0,2009-11-28 15:00:00,0,0,draw
3706,England,Fulham,Bolton,28.11. 15:00,Premier League,2009/2010,1-1,2009-11-28 15:00:00,1,1,draw
3707,England,Manchester City,Hull,28.11. 15:00,Premier League,2009/2010,1-1,2009-11-28 15:00:00,1,1,draw
3708,England,Portsmouth,Manchester Utd,28.11. 15:00,Premier League,2009/2010,1-4,2009-11-28 15:00:00,4,1,away
3709,England,West Ham,Burnley,28.11. 15:00,Premier League,2009/2010,5-3,2009-11-28 15:00:00,3,5,home
3710,England,Wigan,Sunderland,28.11. 15:00,Premier League,2009/2010,1-0,2009-11-28 15:00:00,0,1,home
3711,England,Fulham,Blackburn,25.11. 20:00,Premier League,2009/2010,3-0,2009-11-25 20:00:00,0,3,home
3712,England,Hull,Everton,25.11. 19:45,Premier League,2009/2010,3-2,2009-11-25 19:45:00,2,3,home
3713,England,Stoke,Portsmouth,22.11. 16:00,Premier League,2009/2010,1-0,2009-11-22 16:00:00,0,1,home
3714,England,Tottenham,Wigan,22.11. 15:00,Premier League,2009/2010,9-1,2009-11-22 15:00:00,1,9,home
3715,England,Bolton,Blackburn,22.11. 13:30,Premier League,2009/2010,0-2,2009-11-22 13:30:00,2,0,away
3716,England,Manchester Utd,Everton,21.11. 17:30,Premier League,2009/2010,3-0,2009-11-21 17:30:00,0,3,home
3717,England,Birmingham,Fulham,21.11. 15:00,Premier League,2009/2010,1-0,2009-11-21 15:00:00,0,1,home
3718,England,Burnley,Aston Villa,21.11. 15:00,Premier League,2009/2010,1-1,2009-11-21 15:00:00,1,1,draw
3719,England,Chelsea,Wolves,21.11. 15:00,Premier League,2009/2010,4-0,2009-11-21 15:00:00,0,4,home
3720,England,Hull,West Ham,21.11. 15:00,Premier League,2009/2010,3-3,2009-11-21 15:00:00,3,3,draw
3721,England,Sunderland,Arsenal,21.11. 15:00,Premier League,2009/2010,1-0,2009-11-21 15:00:00,0,1,home
3722,England,Liverpool,Manchester City,21.11. 12:45,Premier League,2009/2010,2-2,2009-11-21 12:45:00,2,2,draw
3723,England,Liverpool,Birmingham,09.11. 20:00,Premier League,2009/2010,2-2,2009-11-09 20:00:00,2,2,draw
3724,England,Chelsea,Manchester Utd,08.11. 16:00,Premier League,2009/2010,1-0,2009-11-08 16:00:00,0,1,home
3725,England,West Ham,Everton,08.11. 15:00,Premier League,2009/2010,1-2,2009-11-08 15:00:00,2,1,away
3726,England,Wigan,Fulham,08.11. 15:00,Premier League,2009/2010,1-1,2009-11-08 15:00:00,1,1,draw
3727,England,Hull,Stoke,08.11. 13:30,Premier League,2009/2010,2-1,2009-11-08 13:30:00,1,2,home
3728,England,Wolves,Arsenal,07.11. 17:30,Premier League,2009/2010,1-4,2009-11-07 17:30:00,4,1,away
3729,England,Aston Villa,Bolton,07.11. 15:00,Premier League,2009/2010,5-1,2009-11-07 15:00:00,1,5,home
3730,England,Blackburn,Portsmouth,07.11. 15:00,Premier League,2009/2010,3-1,2009-11-07 15:00:00,1,3,home
3731,England,Manchester City,Burnley,07.11. 15:00,Premier League,2009/2010,3-3,2009-11-07 15:00:00,3,3,draw
3732,England,Tottenham,Sunderland,07.11. 15:00,Premier League,2009/2010,2-0,2009-11-07 15:00:00,0,2,home
3733,England,West Ham,Aston Villa,04.11. 19:45,Premier League,2009/2010,2-1,2009-11-04 19:45:00,1,2,home
3734,England,Birmingham,Manchester City,01.11. 16:00,Premier League,2009/2010,0-0,2009-11-01 16:00:00,0,0,draw
3735,England,Manchester Utd,Blackburn,31.10. 17:30,Premier League,2009/2010,2-0,2009-10-31 17:30:00,0,2,home
3736,England,Bolton,Chelsea,31.10. 15:00,Premier League,2009/2010,0-4,2009-10-31 15:00:00,4,0,away
3737,England,Burnley,Hull,31.10. 15:00,Premier League,2009/2010,2-0,2009-10-31 15:00:00,0,2,home
3738,England,Everton,Aston Villa,31.10. 15:00,Premier League,2009/2010,1-1,2009-10-31 15:00:00,1,1,draw
3739,England,Fulham,Liverpool,31.10. 15:00,Premier League,2009/2010,3-1,2009-10-31 15:00:00,1,3,home
3740,England,Portsmouth,Wigan,31.10. 15:00,Premier League,2009/2010,4-0,2009-10-31 15:00:00,0,4,home
3741,England,Stoke,Wolves,31.10. 15:00,Premier League,2009/2010,2-2,2009-10-31 15:00:00,2,2,draw
3742,England,Sunderland,West Ham,31.10. 15:00,Premier League,2009/2010,2-2,2009-10-31 15:00:00,2,2,draw
3743,England,Arsenal,Tottenham,31.10. 12:45,Premier League,2009/2010,3-0,2009-10-31 12:45:00,0,3,home
3744,England,West Ham,Arsenal,25.10. 16:15,Premier League,2009/2010,2-2,2009-10-25 16:15:00,2,2,draw
3745,England,Manchester City,Fulham,25.10. 15:00,Premier League,2009/2010,2-2,2009-10-25 15:00:00,2,2,draw
3746,England,Liverpool,Manchester Utd,25.10. 14:00,Premier League,2009/2010,2-0,2009-10-25 14:00:00,0,2,home
3747,England,Bolton,Everton,25.10. 13:30,Premier League,2009/2010,3-2,2009-10-25 13:30:00,2,3,home
3748,England,Chelsea,Blackburn,24.10. 16:30,Premier League,2009/2010,5-0,2009-10-24 16:30:00,0,5,home
3749,England,Birmingham,Sunderland,24.10. 14:00,Premier League,2009/2010,2-1,2009-10-24 14:00:00,1,2,home
3750,England,Burnley,Wigan,24.10. 14:00,Premier League,2009/2010,1-3,2009-10-24 14:00:00,3,1,away
3751,England,Hull,Portsmouth,24.10. 14:00,Premier League,2009/2010,0-0,2009-10-24 14:00:00,0,0,draw
3752,England,Tottenham,Stoke,24.10. 14:00,Premier League,2009/2010,0-1,2009-10-24 14:00:00,1,0,away
3753,England,Wolves,Aston Villa,24.10. 11:45,Premier League,2009/2010,1-1,2009-10-24 11:45:00,1,1,draw
3754,England,Fulham,Hull,19.10. 19:00,Premier League,2009/2010,2-0,2009-10-19 19:00:00,0,2,home
3755,England,Wigan,Manchester City,18.10. 15:00,Premier League,2009/2010,1-1,2009-10-18 15:00:00,1,1,draw
3756,England,Blackburn,Burnley,18.10. 12:00,Premier League,2009/2010,3-2,2009-10-18 12:00:00,2,3,home
3757,England,Arsenal,Birmingham,17.10. 14:00,Premier League,2009/2010,3-1,2009-10-17 14:00:00,1,3,home
3758,England,Everton,Wolves,17.10. 14:00,Premier League,2009/2010,1-1,2009-10-17 14:00:00,1,1,draw
3759,England,Manchester Utd,Bolton,17.10. 14:00,Premier League,2009/2010,2-1,2009-10-17 14:00:00,1,2,home
3760,England,Portsmouth,Tottenham,17.10. 14:00,Premier League,2009/2010,1-2,2009-10-17 14:00:00,2,1,away
3761,England,Stoke,West Ham,17.10. 14:00,Premier League,2009/2010,2-1,2009-10-17 14:00:00,1,2,home
3762,England,Sunderland,Liverpool,17.10. 14:00,Premier League,2009/2010,1-0,2009-10-17 14:00:00,0,1,home
3763,England,Aston Villa,Chelsea,17.10. 11:45,Premier League,2009/2010,2-1,2009-10-17 11:45:00,1,2,home
3764,England,Aston Villa,Manchester City,05.10. 19:00,Premier League,2009/2010,1-1,2009-10-05 19:00:00,1,1,draw
3765,England,Chelsea,Liverpool,04.10. 15:00,Premier League,2009/2010,2-0,2009-10-04 15:00:00,0,2,home
3766,England,Everton,Stoke,04.10. 14:00,Premier League,2009/2010,1-1,2009-10-04 14:00:00,1,1,draw
3767,England,West Ham,Fulham,04.10. 14:00,Premier League,2009/2010,2-2,2009-10-04 14:00:00,2,2,draw
3768,England,Arsenal,Blackburn,04.10. 12:30,Premier League,2009/2010,6-2,2009-10-04 12:30:00,2,6,home
3769,England,Manchester Utd,Sunderland,03.10. 16:30,Premier League,2009/2010,2-2,2009-10-03 16:30:00,2,2,draw
3770,England,Bolton,Tottenham,03.10. 14:00,Premier League,2009/2010,2-2,2009-10-03 14:00:00,2,2,draw
3771,England,Burnley,Birmingham,03.10. 14:00,Premier League,2009/2010,2-1,2009-10-03 14:00:00,1,2,home
3772,England,Hull,Wigan,03.10. 14:00,Premier League,2009/2010,2-1,2009-10-03 14:00:00,1,2,home
3773,England,Wolves,Portsmouth,03.10. 14:00,Premier League,2009/2010,0-1,2009-10-03 14:00:00,1,0,away
3774,England,Manchester City,West Ham,28.09. 19:00,Premier League,2009/2010,3-1,2009-09-28 19:00:00,1,3,home
3775,England,Sunderland,Wolves,27.09. 15:00,Premier League,2009/2010,5-2,2009-09-27 15:00:00,2,5,home
3776,England,Fulham,Arsenal,26.09. 16:30,Premier League,2009/2010,0-1,2009-09-26 16:30:00,1,0,away
3777,England,Birmingham,Bolton,26.09. 14:00,Premier League,2009/2010,1-2,2009-09-26 14:00:00,2,1,away
3778,England,Blackburn,Aston Villa,26.09. 14:00,Premier League,2009/2010,2-1,2009-09-26 14:00:00,1,2,home
3779,England,Liverpool,Hull,26.09. 14:00,Premier League,2009/2010,6-1,2009-09-26 14:00:00,1,6,home
3780,England,Stoke,Manchester Utd,26.09. 14:00,Premier League,2009/2010,0-2,2009-09-26 14:00:00,2,0,away
3781,England,Tottenham,Burnley,26.09. 14:00,Premier League,2009/2010,5-0,2009-09-26 14:00:00,0,5,home
3782,England,Wigan,Chelsea,26.09. 14:00,Premier League,2009/2010,3-1,2009-09-26 14:00:00,1,3,home
3783,England,Portsmouth,Everton,26.09. 11:45,Premier League,2009/2010,0-1,2009-09-26 11:45:00,1,0,away
3784,England,Chelsea,Tottenham,20.09. 15:00,Premier League,2009/2010,3-0,2009-09-20 15:00:00,0,3,home
3785,England,Everton,Blackburn,20.09. 14:00,Premier League,2009/2010,3-0,2009-09-20 14:00:00,0,3,home
3786,England,Wolves,Fulham,20.09. 13:00,Premier League,2009/2010,2-1,2009-09-20 13:00:00,1,2,home
3787,England,Manchester Utd,Manchester City,20.09. 12:30,Premier League,2009/2010,4-3,2009-09-20 12:30:00,3,4,home
3788,England,West Ham,Liverpool,19.09. 16:30,Premier League,2009/2010,2-3,2009-09-19 16:30:00,3,2,away
3789,England,Arsenal,Wigan,19.09. 14:00,Premier League,2009/2010,4-0,2009-09-19 14:00:00,0,4,home
3790,England,Aston Villa,Portsmouth,19.09. 14:00,Premier League,2009/2010,2-0,2009-09-19 14:00:00,0,2,home
3791,England,Bolton,Stoke,19.09. 14:00,Premier League,2009/2010,1-1,2009-09-19 14:00:00,1,1,draw
3792,England,Hull,Birmingham,19.09. 14:00,Premier League,2009/2010,0-1,2009-09-19 14:00:00,1,0,away
3793,England,Burnley,Sunderland,19.09. 11:45,Premier League,2009/2010,3-1,2009-09-19 11:45:00,1,3,home
3794,England,Fulham,Everton,13.09. 15:15,Premier League,2009/2010,2-1,2009-09-13 15:15:00,1,2,home
3795,England,Birmingham,Aston Villa,13.09. 11:00,Premier League,2009/2010,0-1,2009-09-13 11:00:00,1,0,away
3796,England,Tottenham,Manchester Utd,12.09. 16:30,Premier League,2009/2010,1-3,2009-09-12 16:30:00,3,1,away
3797,England,Blackburn,Wolves,12.09. 14:00,Premier League,2009/2010,3-1,2009-09-12 14:00:00,1,3,home
3798,England,Liverpool,Burnley,12.09. 14:00,Premier League,2009/2010,4-0,2009-09-12 14:00:00,0,4,home
3799,England,Manchester City,Arsenal,12.09. 14:00,Premier League,2009/2010,4-2,2009-09-12 14:00:00,2,4,home
3800,England,Portsmouth,Bolton,12.09. 14:00,Premier League,2009/2010,2-3,2009-09-12 14:00:00,3,2,away
3801,England,Stoke,Chelsea,12.09. 14:00,Premier League,2009/2010,1-2,2009-09-12 14:00:00,2,1,away
3802,England,Sunderland,Hull,12.09. 14:00,Premier League,2009/2010,4-1,2009-09-12 14:00:00,1,4,home
3803,England,Wigan,West Ham,12.09. 14:00,Premier League,2009/2010,1-0,2009-09-12 14:00:00,0,1,home
3804,England,Aston Villa,Fulham,30.08. 15:00,Premier League,2009/2010,2-0,2009-08-30 15:00:00,0,2,home
3805,England,Everton,Wigan,30.08. 14:00,Premier League,2009/2010,2-1,2009-08-30 14:00:00,1,2,home
3806,England,Portsmouth,Manchester City,30.08. 12:30,Premier League,2009/2010,0-1,2009-08-30 12:30:00,1,0,away
3807,England,Manchester Utd,Arsenal,29.08. 16:15,Premier League,2009/2010,2-1,2009-08-29 16:15:00,1,2,home
3808,England,Blackburn,West Ham,29.08. 14:00,Premier League,2009/2010,0-0,2009-08-29 14:00:00,0,0,draw
3809,England,Bolton,Liverpool,29.08. 14:00,Premier League,2009/2010,2-3,2009-08-29 14:00:00,3,2,away
3810,England,Stoke,Sunderland,29.08. 14:00,Premier League,2009/2010,1-0,2009-08-29 14:00:00,0,1,home
